tract2010,tract2020,weight,allocated_pop2010,method
55125950600,55125940000,0.00001809,0.07,population
55125950600,55125950201,0.00026745,1.00,population
55125950600,55125950601,0.62555024,2338.93,population
55125950600,55125950602,0.37416422,1399.00,population
55125950700,55125950501,0.00162564,7.00,population
55125950700,55125950700,0.99837436,4299.00,population
55127000101,55127000103,0.45710478,2744.00,population
55127000101,55127000104,0.54289522,3259.00,population
55127000102,55127000102,1.00000000,2398.00,population
55127000200,55101002401,0.00000452,0.03,population
55127000200,55127000102,0.00000003,0.00,population
55127000200,55127000104,0.00030506,2.00,population
55127000200,55127000201,0.55824479,3659.85,population
55127000200,55127000202,0.44142315,2893.97,population
55127000200,55127000301,0.00002245,0.15,population
55127000301,55127000301,1.00000000,3140.00,population
55127000302,55127000303,0.54779116,3410.00,population
55127000302,55127000304,0.45220884,2815.00,population
55127000400,55127000400,1.00000000,3855.00,population
55127000501,55127000501,1.00000000,3766.00,population
55127000502,55105003200,0.00000769,0.03,population
55127000502,55127000502,0.99999231,3674.97,population
55127000600,55127000600,1.00000000,5641.00,population
55127000701,55127000701,1.00000000,4121.00,population
55127000702,55127000702,1.00000000,4613.00,population
55127000800,55127000600,0.00000669,0.03,population
55127000800,55127000801,0.41320507,1890.00,population
55127000800,55127000802,0.58678824,2683.97,population
55127000901,55127000901,1.00000000,5977.00,population
55127000902,55127000902,1.00000000,3430.00,population
55127001000,55127001000,1.00000000,5241.00,population
55127001501,55127001501,0.99993588,3074.80,population
55127001501,55127001504,0.00006412,0.20,population
55127001502,55127001503,0.41834088,2250.26,population
55127001502,55127001504,0.58165912,3128.74,population
55127001602,55127001605,0.62342726,3518.00,population
55127001602,55127001606,0.37657274,2125.00,population
55127001603,55127001603,1.00000000,2687.00,population
55127001604,55127001607,0.44449761,2247.38,population
55127001604,55127001608,0.55550239,2808.62,population
55127001701,55127001701,1.00000000,5811.00,population
55127001702,55127001607,0.00000103,0.01,population
55127001702,55127001702,0.99999897,5361.99,population
55129950100,55129950100,1.00000000,2044.00,population
55129950200,55129950200,1.00000000,1767.00,population
55129950300,55129950300,0.99516908,2678.00,population
55129950300,55129950502,0.00483092,13.00,population
55129950500,55129950300,0.00137255,7.00,population
55129950500,55129950501,0.56450980,2879.00,population
55129950500,55129950502,0.43294118,2208.00,population
55129950500,55129950600,0.00117647,6.00,population
55129950600,55129950502,0.00002732,0.12,population
55129950600,55129950600,0.99997268,4308.88,population
55131400102,55131400102,1.00000000,3931.00,population
55131400103,55131400103,1.00000000,4014.00,population
55131400104,55131400104,0.99983806,5714.07,population
55131400104,55131450103,0.00016194,0.93,population
55131410100,55131410100,1.00000000,5057.00,population
55131420103,55131420107,0.55754264,3367.00,population
55131420103,55131420108,0.44236317,2671.43,population
55131420103,55131430100,0.00009419,0.57,population
55131420104,55131420104,0.99997606,5095.88,population
55131420104,55131430100,0.00002394,0.12,population
55131420105,55131400102,0.00031395,1.47,population
55131420105,55131420105,0.99968605,4669.53,population
55131420106,55131420106,1.00000000,3619.00,population
55131420200,55131420200,1.00000000,5408.00,population
55131420300,55131420300,1.00000000,5873.00,population
55131420401,55131420401,1.00000000,1933.00,population
55131420402,55131420402,1.00000000,2093.00,population
55131430100,55131430100,1.00000000,5664.00,population
55131440103,55131430100,0.00000041,0.00,population
55131440103,55131440103,0.99999959,4827.00,population
55131440104,55131440104,1.00000000,5614.00,population
55131440105,55131440105,1.00000000,3338.00,population
55131440106,55131440106,0.99951119,3745.17,population
55131440106,55131460101,0.00048881,1.83,population
55131440200,55131440200,1.00000000,4040.00,population
55131450103,55131450103,1.00000000,5109.00,population
55131450104,55131450107,0.52825670,3309.00,population
55131450104,55131450108,0.47174330,2955.00,population
55131450105,55131450105,1.00000000,2588.00,population
55131450106,55131440105,0.00100579,5.98,population
55131450106,55131450106,0.99899421,5938.02,population
55131460101,55131460101,1.00000000,6262.00,population
55131460102,55131460102,1.00000000,5038.00,population
55131470100,55131470100,1.00000000,5157.00,population
55131470202,55131470202,1.00000000,6278.00,population
55131470203,55131470202,0.00442439,18.77,population
55131470203,55131470203,0.99557561,4223.23,population
55131470204,55131470204,1.00000000,4326.00,population
55133200101,55133200101,1.00000000,4480.00,population
55133200102,55133200102,1.00000000,4852.00,population
55133200103,55133200103,1.00000000,3122.00,population
55133200201,55133200201,1.00000000,3595.00,population
55133200202,55133200202,1.00000000,4206.00,population
55133200300,55133200300,1.00000000,4178.00,population
55133200400,55133200400,1.00000000,6582.00,population
55133200500,55133200500,1.00000000,5667.00,population
55133200600,55133200600,1.00000000,1841.00,population
55133200700,55133200600,0.00026979,1.03,population
55133200700,55133200700,0.99973021,3806.97,population
55133200801,55133200801,1.00000000,5114.00,population
55133200803,55133200300,0.00002310,0.10,population
55133200803,55133200700,0.00000423,0.02,population
55133200803,55133200803,0.99997268,4492.88,population
55133200804,55133200804,1.00000000,3624.00,population
55133200901,55133200901,1.00000000,3932.00,population
55133200902,55133200902,1.00000000,4005.00,population
55133201000,55133201001,0.38626182,2328.00,population
55133201000,55133201002,0.61373818,3699.00,population
55133201101,55133201101,1.00000000,4656.00,population
55133201102,55133201102,1.00000000,2867.00,population
55133201201,55133201201,1.00000000,2119.00,population
55133201202,55133201204,0.34316976,2070.00,population
55133201202,55133201205,0.65683024,3962.00,population
55133201203,55133201203,1.00000000,3233.00,population
55133201300,55133201300,0.99914496,4850.85,population
55133201300,55133202902,0.00085504,4.15,population
55133201402,55133201102,0.00576126,26.82,population
55133201402,55133201402,0.99423874,4629.18,population
55133201403,55133201102,0.00227283,9.69,population
55133201403,55133201300,0.00140680,6.00,population
55133201403,55133201403,0.99632037,4249.31,population
55133201404,55133201404,1.00000000,3844.00,population
55133201503,55133201507,0.56100496,3729.00,population
55133201503,55133201508,0.43899504,2918.00,population
55133201504,55133201504,1.00000000,6210.00,population
55133201505,55133201505,1.00000000,2936.00,population
55133201506,55133201506,1.00000000,4697.00,population
55133201600,55133201600,1.00000000,5117.00,population
55133201701,55133201701,1.00000000,4594.00,population
55133201703,55133201703,1.00000000,6097.00,population
55133201704,55133201600,0.00115252,6.00,population
55133201704,55133201704,0.99884748,5200.00,population
55133201800,55133201800,1.00000000,1503.00,population
55133201900,55133201900,1.00000000,5169.00,population
55133202001,55133202001,1.00000000,4995.00,population
55133202002,55133202002,1.00000000,4030.00,population
55133202101,55133202101,0.99997099,4093.88,population
55133202101,55133203802,0.00000399,0.02,population
55133202101,55133203806,0.00002503,0.10,population
55133202102,55133202001,0.00002038,0.09,population
55133202102,55133202102,0.99997962,4649.91,population
55133202103,55133202103,1.00000000,3409.00,population
55133202201,55133202201,1.00000000,4329.00,population
55133202202,55133202203,0.38015241,2195.00,population
55133202202,55133202204,0.61984759,3579.00,population
55133202301,55133202301,1.00000000,4494.00,population
55133202302,55133202303,0.49414520,3376.00,population
55133202302,55133202304,0.50585480,3456.00,population
55133202400,55133202400,1.00000000,5003.00,population
55133202500,55133202500,1.00000000,3998.00,population
55133202600,55133202600,1.00000000,3498.00,population
55133202700,55133202700,1.00000000,1552.00,population
55133202800,55133202800,1.00000000,4219.00,population
55133202901,55133202901,1.00000000,4452.00,population
55133202902,55133202902,1.00000000,3513.00,population
55133203000,55133203000,0.99972484,2640.27,population
55133203000,55133203307,0.00027516,0.73,population
55133203101,55133203104,0.45761934,2991.00,population
55133203101,55133203105,0.54238066,3545.00,population
55133203102,55133203106,0.53409939,3579.00,population
55133203102,55133203107,0.46590061,3122.00,population
55133203103,55133203103,1.00000000,4528.00,population
55133203200,55133203200,1.00000000,4106.00,population
55133203303,55133203303,1.00000000,3749.00,population
55133203304,55133203304,1.00000000,4037.00,population
55133203305,55133203305,1.00000000,4328.00,population
55133203306,55133203307,0.42112413,2480.00,population
55133203306,55133203308,0.57887587,3409.00,population
55133203402,55133203402,1.00000000,4011.00,population
55133203403,55133203403,1.00000000,5504.00,population
55133203404,55133200801,0.00000007,0.00,population
55133203404,55133203403,0.00057244,1.74,population
55133203404,55133203404,0.99942750,3033.26,population
55133203405,55133203405,1.00000000,4139.00,population
55133203406,55133203406,0.99999912,6424.99,population
55133203406,55133203501,0.00000088,0.01,population
55133203500,55133203501,0.61787770,4055.13,population
55133203500,55133203502,0.38212230,2507.87,population
55133203601,55133203601,1.00000000,4102.00,population
55133203602,55133203602,1.00000000,5897.00,population
55133203702,55133203702,1.00000000,5046.00,population
55133203703,55133203703,0.99850488,3813.29,population
55133203703,55133204100,0.00149512,5.71,population
55133203704,55133203704,1.00000000,4469.00,population
55133203802,55127000104,0.00000795,0.05,population
55133203802,55133202001,0.00000399,0.02,population
55133203802,55133203802,0.99998805,6144.93,population
55133203803,55133203803,0.99992120,3944.69,population
55133203803,55133204002,0.00007730,0.30,population
55133203803,55133204004,0.00000151,0.01,population
55133203804,55133202101,0.00000129,0.01,population
55133203804,55133203805,0.61026352,4400.00,population
55133203804,55133203806,0.38973519,2809.99,population
55133203901,55133203901,1.00000000,4532.00,population
55133203902,55133202001,0.00000580,0.02,population
55133203902,55133203902,0.99999420,4307.98,population
55133204002,55133204002,1.00000000,5479.00,population
55133204003,55133204003,1.00000000,3826.00,population
55133204004,55133204004,1.00000000,4379.00,population
55133204100,55133204100,0.99993989,5031.70,population
55133204100,55133204302,0.00006011,0.30,population
55133204200,55133204201,0.41378352,2978.00,population
55133204200,55133204202,0.58621648,4219.00,population
55133204301,55133204301,1.00000000,4852.00,population
55133204302,55133204302,1.00000000,3755.00,population
55133204400,55133204400,1.00000000,2079.00,population
55133204501,55133204501,1.00000000,2495.00,population
55133204502,55133204503,0.53671378,3253.02,population
55133204502,55133204504,0.46328622,2807.98,population
55135100100,55135100100,1.00000000,3857.00,population
55135100200,55115100800,0.00000019,0.00,population
55135100200,55135100200,0.99999981,2813.00,population
55135100300,55135100300,1.00000000,3847.00,population
55135100400,55135100400,1.00000000,4413.00,population
55135100500,55135100500,0.98741722,2982.00,population
55135100500,55135101000,0.01258278,38.00,population
55135100600,55135100600,1.00000000,5148.00,population
55135100700,55135100700,1.00000000,3359.00,population
55135100800,55135100800,1.00000000,4711.00,population
55135100900,55135100900,1.00000000,6103.00,population
55135101000,55135101000,1.00000000,6242.00,population
55135101100,55135101100,1.00000000,4988.00,population
55135101200,55135101200,1.00000000,3909.00,population
55137960100,55137960100,1.00000000,2927.00,population
55137960200,55137960201,0.32283260,1240.00,population
55137960200,55137960202,0.67716740,2601.00,population
55137960300,55137960201,0.00006622,0.22,population
55137960300,55137960300,0.99993351,3248.78,population
55137960300,55137960800,0.00000027,0.00,population
55137960400,55137960400,1.00000000,3456.00,population
55137960600,55137960600,1.00000000,2049.00,population
55137960700,55137960700,1.00000000,4459.00,population
55137960800,55137960800,1.00000000,4515.00,population
55139000100,55139000100,1.00000000,2935.00,population
55139000200,55139000200,1.00000000,2559.00,population
55139000300,55139000300,1.00000000,4151.00,population
55139000400,55139000400,1.00000000,2701.00,population
55139000500,55139000100,0.00006593,0.40,population
55139000500,55139000501,0.44651701,2737.60,population
55139000500,55139000502,0.55341706,3393.00,population
55139000700,55139000700,1.00000000,5503.00,population
55139000800,55139000800,1.00000000,3117.00,population
55139000900,55139000900,1.00000000,3276.00,population
55139001000,55139001000,1.00000000,2718.00,population
55139001100,55139001100,1.00000000,4215.00,population
55139001200,55139001200,1.00000000,2028.00,population
55139001300,55139001300,1.00000000,2664.00,population
55139001400,55139001400,1.00000000,3983.00,population
55139001500,55139001500,1.00000000,3168.00,population
55139001600,55139001600,1.00000000,4039.00,population
55139001700,55139001700,1.00000000,5310.00,population
55139001801,55139001801,1.00000000,5493.00,population
55139001803,55139001803,1.00000000,5737.00,population
55139001804,55139001804,1.00000000,4475.00,population
55139001900,55139001900,1.00000000,5016.00,population
55139002000,55139002001,0.40305828,2794.00,population
55139002000,55139002002,0.59692941,4137.91,population
55139002000,55139002100,0.00001231,0.09,population
55139002100,55139002002,0.00004468,0.16,population
55139002100,55139002100,0.99995532,3571.84,population
55139002201,55139002001,0.00000304,0.01,population
55139002201,55139002201,0.99999696,4732.99,population
55139002202,55139002202,1.00000000,2952.00,population
55139002300,55139001600,0.00005407,0.29,population
55139002300,55139001700,0.00001035,0.05,population
55139002300,55139002201,0.00006248,0.33,population
55139002300,55139002202,0.00002512,0.13,population
55139002300,55139002300,0.99984798,5287.20,population
55139002400,55139002401,0.52990930,5232.32,population
55139002400,55139002402,0.46921207,4633.00,population
55139002400,55139003400,0.00087863,8.68,population
55139002500,55139002500,1.00000000,5045.00,population
55139002601,55139002601,1.00000000,3916.00,population
55139002602,55139002602,1.00000000,4543.00,population
55139002700,55139002700,1.00000000,2504.00,population
55139002800,55139002800,1.00000000,4594.00,population
55139002900,55139002900,1.00000000,2341.00,population
55139003000,55139003000,1.00000000,1601.00,population
55139003100,55139003100,1.00000000,2108.00,population
55139003200,55139003200,1.00000000,2305.00,population
55139003300,55139003300,1.00000000,2816.00,population
55139003400,55139003400,1.00000000,3911.00,population
55139003500,55139003500,1.00000000,3064.00,population
55139003600,55139003600,1.00000000,4138.00,population
55139003701,55139003701,1.00000000,3690.00,population
55139003702,55139003703,0.60945464,4783.00,population
55139003702,55139003704,0.39054536,3065.00,population
55141010100,55097960200,0.00003826,0.18,population
55141010100,55141010100,0.99996174,4709.82,population
55141010200,55141010200,1.00000000,4967.00,population
55141010300,55141010300,1.00000000,2963.00,population
55141010400,55141010400,1.00000000,3400.00,population
55141010500,55141010500,1.00000000,3311.00,population
55141010600,55141010200,0.00265170,11.85,population
55141010600,55141010300,0.00297349,13.29,population
55141010600,55141010600,0.99437481,4443.86,population
55141010700,55141010700,1.00000000,5076.00,population
55141010800,55053960100,0.00003279,0.09,population
55141010800,55141010800,0.99996721,2887.91,population
55141010900,55141010100,0.00000513,0.02,population
55141010900,55141010900,0.99999487,4087.98,population
55141011000,55141011000,1.00000000,5695.00,population
55141011100,55141011100,0.99999820,3522.99,population
55141011100,55141011200,0.00000180,0.01,population
55141011200,55141011200,0.99974431,3910.00,population
55141011200,55141011700,0.00025569,1.00,population
55141011300,55141011300,0.99572848,4587.32,population
55141011300,55141011400,0.00427152,19.68,population
55141011400,55141011400,1.00000000,5308.00,population
55141011500,55141011500,1.00000000,5945.00,population
55141011600,55001950100,0.00000001,0.00,population
55141011600,55141011600,0.99999999,5148.00,population
55141011700,55141011700,1.00000000,4740.00,population
